Time	App_Name	BG_App_Cnt	Daylight	
2021-09-07 10:14:44.782161	devenv.exe	9	Morning
2021-09-07 10:14:48.971335	explorer.exe	9	Morning
2021-09-07 10:17:03.516441	devenv.exe	10	Morning
2021-09-07 10:17:18.922705	WINWORD.EXE	10	Morning
2021-09-07 10:17:30.500060	explorer.exe	10	Morning
2021-09-07 10:17:30.624075	explorer.exe	10	Morning
2021-09-07 10:17:31.317392	devenv.exe	10	Morning
2021-09-07 10:17:34.758583	Ssms.exe	10	Morning
2021-09-07 10:17:39.661585	explorer.exe	10	Morning
2021-09-07 10:17:39.796340	explorer.exe	10	Morning
2021-09-07 10:17:40.723041	WINWORD.EXE	10	Morning
2021-09-07 10:17:43.867371	explorer.exe	10	Morning
2021-09-07 10:17:43.976739	explorer.exe	10	Morning
2021-09-07 10:17:44.194496	Ssms.exe	10	Morning
2021-09-07 10:17:46.808605	explorer.exe	10	Morning
2021-09-07 10:17:46.955061	explorer.exe	10	Morning
2021-09-07 10:17:47.044899	WINWORD.EXE	10	Morning
2021-09-07 10:17:52.953702	explorer.exe	10	Morning
2021-09-07 10:17:53.169508	Ssms.exe	10	Morning
2021-09-07 10:18:06.007874	explorer.exe	10	Morning
2021-09-07 10:18:06.312543	WINWORD.EXE	10	Morning
2021-09-07 10:18:13.251550	explorer.exe	10	Morning
2021-09-07 10:18:13.270104	explorer.exe	10	Morning
2021-09-07 10:18:13.337485	Ssms.exe	10	Morning
2021-09-07 10:18:17.600882	explorer.exe	10	Morning
2021-09-07 10:18:17.738567	explorer.exe	10	Morning
2021-09-07 10:18:17.806925	WINWORD.EXE	10	Morning
2021-09-07 10:18:19.330264	explorer.exe	10	Morning
2021-09-07 10:18:19.405453	explorer.exe	10	Morning
2021-09-07 10:18:19.513845	Ssms.exe	10	Morning
2021-09-07 10:18:24.484231	explorer.exe	10	Morning
2021-09-07 10:18:24.619979	explorer.exe	10	Morning
2021-09-07 10:18:24.766438	WINWORD.EXE	10	Morning
2021-09-07 10:18:27.708641	explorer.exe	10	Morning
2021-09-07 10:18:27.863902	explorer.exe	10	Morning
2021-09-07 10:18:27.968382	Ssms.exe	10	Morning
2021-09-07 10:18:45.845019	devenv.exe	10	Morning
2021-09-07 10:31:03.309961	explorer.exe	10	Morning
2021-09-07 10:31:03.327526	explorer.exe	10	Morning
2021-09-07 10:31:03.978853	Ssms.exe	10	Morning
2021-09-07 10:31:05.245372	explorer.exe	10	Morning
2021-09-07 10:31:05.509039	devenv.exe	10	Morning
2021-09-07 10:31:34.401710	explorer.exe	10	Morning
2021-09-07 10:31:35.493436	devenv.exe	10	Morning
2021-09-07 10:31:56.250896	explorer.exe	10	Morning
2021-09-07 10:31:58.583755	explorer.exe	10	Morning
2021-09-07 10:31:59.838557	explorer.exe	10	Morning
2021-09-07 10:32:03.444815	devenv.exe	10	Morning
2021-09-07 10:32:18.121567	explorer.exe	10	Morning
2021-09-07 10:32:18.239726	explorer.exe	10	Morning
2021-09-07 10:32:20.024766	msedge.exe	10	Morning
2021-09-07 10:33:51.004296	devenv.exe	10	Morning
2021-09-07 10:33:57.613274	msedge.exe	10	Morning
2021-09-07 10:34:00.316210	explorer.exe	10	Morning
2021-09-07 10:35:26.214996	explorer.exe	10	Morning
2021-09-07 10:36:01.736175	TextLogger.exe	10	Morning
2021-09-07 10:36:17.709750	explorer.exe	10	Morning
2021-09-07 10:37:19.963576	explorer.exe	10	Morning
2021-09-07 10:37:23.090329	devenv.exe	10	Morning
2021-09-07 10:37:34.939179	explorer.exe	10	Morning
2021-09-07 10:37:40.958326	devenv.exe	10	Morning
2021-09-07 10:37:45.838873	explorer.exe	10	Morning
2021-09-07 10:37:45.928739	explorer.exe	10	Morning
2021-09-07 10:37:46.183577	explorer.exe	10	Morning
2021-09-07 10:37:48.605300	devenv.exe	10	Morning
2021-09-07 10:39:17.947234	explorer.exe	10	Morning
2021-09-07 10:39:27.482758	devenv.exe	10	Morning
2021-09-07 10:39:43.872332	explorer.exe	10	Morning
2021-09-07 10:39:53.501600	devenv.exe	10	Morning
2021-09-07 10:39:55.889147	msedge.exe	10	Morning
2021-09-07 10:40:53.303623	explorer.exe	10	Morning
2021-09-07 10:41:03.550038	explorer.exe	10	Morning
2021-09-07 10:41:21.011809	explorer.exe	10	Morning
2021-09-07 10:41:24.696144	explorer.exe	10	Morning
2021-09-07 10:42:01.901771	explorer.exe	10	Morning
2021-09-07 10:42:05.074419	explorer.exe	10	Morning
2021-09-07 10:42:09.893457	explorer.exe	10	Morning
2021-09-07 10:42:13.929321	explorer.exe	10	Morning
2021-09-07 10:42:24.171831	explorer.exe	10	Morning
2021-09-07 10:42:31.126475	explorer.exe	10	Morning
2021-09-07 10:42:39.052719	explorer.exe	10	Morning
2021-09-07 10:42:40.979347	explorer.exe	10	Morning
2021-09-07 10:42:52.689536	explorer.exe	10	Morning
2021-09-07 10:42:54.991146	explorer.exe	10	Morning
2021-09-07 10:42:57.138474	explorer.exe	10	Morning
2021-09-07 10:42:58.619837	explorer.exe	10	Morning
2021-09-07 10:43:04.280591	explorer.exe	10	Morning
2021-09-07 10:43:06.823400	explorer.exe	10	Morning
2021-09-07 10:43:21.847842	explorer.exe	10	Morning
2021-09-07 10:43:23.239339	explorer.exe	10	Morning
2021-09-07 10:43:24.967743	explorer.exe	10	Morning
2021-09-07 10:43:31.500528	explorer.exe	10	Morning
2021-09-07 10:43:32.203608	explorer.exe	10	Morning
2021-09-07 10:43:35.000315	explorer.exe	10	Morning
2021-09-07 10:43:52.246271	explorer.exe	10	Morning
2021-09-07 10:43:56.648343	explorer.exe	10	Morning
2021-09-07 10:43:58.163862	explorer.exe	10	Morning
2021-09-07 10:44:03.830490	explorer.exe	10	Morning
2021-09-07 10:44:09.864284	explorer.exe	10	Morning
2021-09-07 10:44:11.825094	explorer.exe	10	Morning
2021-09-07 10:44:14.110106	explorer.exe	10	Morning
2021-09-07 10:44:28.360172	explorer.exe	10	Morning
2021-09-07 10:44:33.499490	explorer.exe	10	Morning
2021-09-07 10:44:37.413302	explorer.exe	10	Morning
2021-09-07 10:44:41.666938	explorer.exe	10	Morning
2021-09-07 10:44:44.237084	explorer.exe	10	Morning
2021-09-07 10:44:47.814021	explorer.exe	10	Morning
2021-09-07 10:44:49.678141	explorer.exe	10	Morning
2021-09-07 10:45:02.648991	explorer.exe	10	Morning
2021-09-07 10:45:14.984140	explorer.exe	10	Morning
2021-09-07 10:45:18.664611	explorer.exe	10	Morning
2021-09-07 10:45:24.382960	explorer.exe	10	Morning
2021-09-07 10:45:31.677408	explorer.exe	10	Morning
2021-09-07 10:45:36.206430	explorer.exe	10	Morning
2021-09-07 10:46:39.292227	explorer.exe	10	Morning
2021-09-07 10:46:40.555813	explorer.exe	10	Morning
2021-09-07 10:46:42.842775	explorer.exe	10	Morning
2021-09-07 10:46:47.962566	explorer.exe	10	Morning
2021-09-07 10:46:51.169389	explorer.exe	10	Morning
2021-09-07 10:46:58.121094	explorer.exe	10	Morning
2021-09-07 10:47:01.330848	explorer.exe	10	Morning
2021-09-07 10:47:09.493410	explorer.exe	10	Morning
2021-09-07 10:47:09.705312	devenv.exe	10	Morning
2021-09-07 10:47:18.165732	explorer.exe	10	Morning
2021-09-07 10:47:22.955461	explorer.exe	10	Morning
2021-09-07 10:47:29.672784	devenv.exe	10	Morning
2021-09-07 10:48:19.572912	explorer.exe	10	Morning
2021-09-07 10:48:19.695950	explorer.exe	10	Morning
2021-09-07 10:48:23.390054	devenv.exe	10	Morning
2021-09-07 10:48:49.791679	explorer.exe	10	Morning
2021-09-07 10:48:51.108002	explorer.exe	10	Morning
2021-09-07 10:48:59.296932	devenv.exe	10	Morning
2021-09-07 10:49:02.033097	explorer.exe	10	Morning
2021-09-07 10:49:05.765267	devenv.exe	10	Morning
2021-09-07 10:49:27.146711	explorer.exe	10	Morning
2021-09-07 10:49:27.220926	explorer.exe	10	Morning
2021-09-07 10:49:41.886980	devenv.exe	10	Morning
2021-09-07 10:49:58.481643	msedge.exe	10	Morning
2021-09-07 10:51:05.691184	devenv.exe	10	Morning
2021-09-07 10:52:29.960212	explorer.exe	10	Morning
2021-09-07 10:52:30.045188	explorer.exe	10	Morning
2021-09-07 10:52:32.308688	msedge.exe	10	Morning
2021-09-07 10:52:42.539480	explorer.exe	10	Morning
2021-09-07 10:52:44.010087	devenv.exe	10	Morning
2021-09-07 10:53:17.069497	explorer.exe	10	Morning
2021-09-07 10:53:17.178862	explorer.exe	10	Morning
2021-09-07 10:53:17.297022	explorer.exe	10	Morning
2021-09-07 10:53:20.123986	explorer.exe	10	Morning
2021-09-07 10:53:20.298784	explorer.exe	10	Morning
2021-09-07 10:53:21.178609	explorer.exe	10	Morning
2021-09-07 10:53:22.506648	devenv.exe	10	Morning
2021-09-07 10:54:45.740469	msedge.exe	10	Morning
2021-09-07 10:54:54.163887	explorer.exe	10	Morning
2021-09-07 10:54:54.287898	explorer.exe	10	Morning
2021-09-07 10:54:54.419725	devenv.exe	10	Morning
2021-09-07 10:54:55.562231	explorer.exe	10	Morning
2021-09-07 10:54:55.630588	msedge.exe	10	Morning
2021-09-07 10:55:04.084146	explorer.exe	10	Morning
2021-09-07 10:55:04.195465	explorer.exe	10	Morning
2021-09-07 10:55:04.544079	devenv.exe	10	Morning
2021-09-07 10:55:22.345672	explorer.exe	10	Morning
2021-09-07 10:55:23.427635	explorer.exe	10	Morning
2021-09-07 10:55:23.428612	explorer.exe	10	Morning
2021-09-07 10:55:42.778934	explorer.exe	10	Morning
2021-09-07 10:55:44.105695	explorer.exe	10	Morning
2021-09-07 10:55:45.103732	explorer.exe	10	Morning
2021-09-07 10:55:49.574422	explorer.exe	10	Morning
2021-09-07 10:56:04.170706	devenv.exe	10	Morning
2021-09-07 10:57:19.553636	explorer.exe	10	Morning
2021-09-07 10:57:25.635068	devenv.exe	10	Morning
2021-09-07 11:03:17.707928	msedge.exe	10	Afternoon
2021-09-07 11:05:20.664920	devenv.exe	10	Afternoon
2021-09-07 11:05:23.309265	msedge.exe	10	Afternoon
2021-09-07 11:05:31.141769	explorer.exe	10	Afternoon
2021-09-07 11:05:31.259925	explorer.exe	10	Afternoon
2021-09-07 11:05:32.890700	explorer.exe	10	Afternoon
2021-09-07 11:05:43.185938	explorer.exe	10	Afternoon
2021-09-07 11:05:43.272828	devenv.exe	10	Afternoon
2021-09-07 11:05:44.540326	explorer.exe	10	Afternoon
2021-09-07 11:05:44.728789	explorer.exe	10	Afternoon
2021-09-07 11:05:45.602758	devenv.exe	10	Afternoon
2021-09-07 11:05:50.892456	explorer.exe	10	Afternoon
2021-09-07 11:06:05.230419	devenv.exe	10	Afternoon
2021-09-07 11:06:09.537748	explorer.exe	10	Afternoon
2021-09-07 11:06:12.274879	devenv.exe	10	Afternoon
2021-09-07 11:06:16.474806	explorer.exe	10	Afternoon
2021-09-07 11:06:17.524542	OpenWith.exe	10	Afternoon
2021-09-07 11:06:21.609242	explorer.exe	10	Afternoon
2021-09-07 11:06:22.787877	TextLogger.exe	10	Afternoon
2021-09-07 11:06:48.799884	explorer.exe	10	Afternoon
2021-09-07 11:07:00.512027	devenv.exe	10	Afternoon
2021-09-07 11:07:06.095651	explorer.exe	10	Afternoon
2021-09-07 11:07:21.157188	devenv.exe	10	Afternoon
2021-09-07 11:07:45.353882	explorer.exe	10	Afternoon
2021-09-07 11:07:51.704072	devenv.exe	10	Afternoon
2021-09-07 11:07:54.292762	explorer.exe	10	Afternoon
2021-09-07 11:08:04.365360	devenv.exe	10	Afternoon
2021-09-07 11:08:16.930966	explorer.exe	10	Afternoon
2021-09-07 11:08:24.751750	devenv.exe	10	Afternoon
2021-09-07 11:08:31.277704	explorer.exe	10	Afternoon
2021-09-07 11:08:35.188583	devenv.exe	10	Afternoon
2021-09-07 11:08:36.937492	explorer.exe	10	Afternoon
2021-09-07 11:08:42.251618	devenv.exe	10	Afternoon
2021-09-07 11:08:48.508053	explorer.exe	10	Afternoon
2021-09-07 11:09:10.626173	devenv.exe	10	Afternoon
2021-09-07 11:09:12.159284	explorer.exe	10	Afternoon
2021-09-07 11:09:15.452035	devenv.exe	10	Afternoon
2021-09-07 11:09:17.769271	explorer.exe	10	Afternoon
2021-09-07 11:09:26.307800	devenv.exe	10	Afternoon
2021-09-07 11:09:31.072129	explorer.exe	10	Afternoon
2021-09-07 11:09:37.812925	devenv.exe	10	Afternoon
2021-09-07 11:09:39.987575	explorer.exe	10	Afternoon
2021-09-07 11:09:47.360153	devenv.exe	10	Afternoon
2021-09-07 11:09:51.411649	explorer.exe	10	Afternoon
2021-09-07 11:09:54.933884	devenv.exe	10	Afternoon
2021-09-07 11:09:56.917154	explorer.exe	10	Afternoon
2021-09-07 11:10:03.170685	devenv.exe	10	Afternoon
2021-09-07 11:10:15.879809	explorer.exe	10	Afternoon
2021-09-07 11:10:37.095094	devenv.exe	10	Afternoon
2021-09-07 11:10:39.150625	explorer.exe	10	Afternoon
2021-09-07 11:10:45.585765	devenv.exe	10	Afternoon
2021-09-07 11:12:13.949247	explorer.exe	10	Afternoon
2021-09-07 11:12:14.074279	explorer.exe	10	Afternoon
2021-09-07 11:12:17.475389	explorer.exe	10	Afternoon
2021-09-07 11:12:17.592567	explorer.exe	10	Afternoon
2021-09-07 11:12:19.654967	explorer.exe	10	Afternoon
2021-09-07 11:12:38.683996	devenv.exe	10	Afternoon
2021-09-07 11:12:51.234944	explorer.exe	10	Afternoon
2021-09-07 11:14:36.820217	devenv.exe	10	Afternoon
2021-09-07 11:20:02.728069	explorer.exe	10	Afternoon
2021-09-07 11:20:16.326808	devenv.exe	10	Afternoon
2021-09-07 11:22:27.169018	explorer.exe	10	Afternoon
2021-09-07 11:22:45.205950	devenv.exe	10	Afternoon
2021-09-07 11:25:31.340018	msedge.exe	10	Afternoon
2021-09-07 11:25:46.852697	explorer.exe	10	Afternoon
2021-09-07 11:25:46.996241	explorer.exe	10	Afternoon
2021-09-07 11:25:48.422932	devenv.exe	10	Afternoon
2021-09-07 11:27:38.326029	msedge.exe	10	Afternoon
2021-09-07 11:28:01.670241	devenv.exe	10	Afternoon
2021-09-07 11:28:04.374164	explorer.exe	10	Afternoon
2021-09-07 11:28:05.186614	ShellExperienceHost.exe	10	Afternoon
2021-09-07 11:28:06.700188	explorer.exe	10	Afternoon
2021-09-07 11:28:09.039886	devenv.exe	10	Afternoon
2021-09-07 11:28:33.406278	Taskmgr.exe	10	Afternoon
2021-09-07 11:28:37.022258	devenv.exe	10	Afternoon
2021-09-07 11:28:57.403764	devenv.exe	10	Afternoon
2021-09-07 11:29:21.850452	msedge.exe	10	Afternoon
2021-09-07 11:29:31.934756	explorer.exe	10	Afternoon
2021-09-07 11:29:32.679827	devenv.exe	10	Afternoon
2021-09-07 11:30:17.936697	msedge.exe	10	Afternoon
2021-09-07 11:30:56.043632	explorer.exe	10	Afternoon
2021-09-07 11:30:56.210612	explorer.exe	10	Afternoon
2021-09-07 11:30:56.969366	devenv.exe	10	Afternoon
2021-09-07 11:31:02.620360	explorer.exe	10	Afternoon
2021-09-07 11:31:02.708244	devenv.exe	10	Afternoon
2021-09-07 11:32:29.249836	explorer.exe	10	Afternoon
2021-09-07 11:32:29.452947	explorer.exe	10	Afternoon
2021-09-07 11:32:30.563230	msedge.exe	10	Afternoon
2021-09-07 11:33:00.791772	explorer.exe	10	Afternoon
2021-09-07 11:33:00.961674	explorer.exe	10	Afternoon
2021-09-07 11:33:02.872685	devenv.exe	10	Afternoon
2021-09-07 11:33:09.808765	explorer.exe	10	Afternoon
2021-09-07 11:33:09.905437	devenv.exe	10	Afternoon
2021-09-07 11:33:35.531728	explorer.exe	10	Afternoon
2021-09-07 11:33:36.261173	devenv.exe	10	Afternoon
2021-09-07 11:34:00.462750	devenv.exe	10	Afternoon
2021-09-07 11:34:34.591422	devenv.exe	10	Afternoon
2021-09-07 11:35:11.089179	devenv.exe	11	Afternoon
2021-09-07 11:35:19.465581	devenv.exe	11	Afternoon
2021-09-07 11:35:26.326706	devenv.exe	11	Afternoon
2021-09-07 11:36:14.720094	explorer.exe	11	Afternoon
2021-09-07 11:36:14.855827	devenv.exe	11	Afternoon
2021-09-07 11:36:59.436958	TextLogger.exe	11	Afternoon
2021-09-07 11:37:11.111993	devenv.exe	11	Afternoon
2021-09-07 11:37:50.237417	explorer.exe	11	Afternoon
2021-09-07 11:37:50.338975	explorer.exe	11	Afternoon
2021-09-07 11:37:51.343346	devenv.exe	11	Afternoon
2021-09-07 11:38:22.628456	devenv.exe	11	Afternoon
2021-09-07 11:41:34.857366	Ssms.exe	11	Afternoon
2021-09-07 11:41:35.702034	msedge.exe	11	Afternoon
2021-09-07 11:41:42.843178	explorer.exe	11	Afternoon
2021-09-07 11:41:42.845133	explorer.exe	11	Afternoon
2021-09-07 11:41:43.497435	Ssms.exe	11	Afternoon
2021-09-07 11:41:43.977871	explorer.exe	11	Afternoon
2021-09-07 11:41:44.089200	explorer.exe	11	Afternoon
2021-09-07 11:41:44.543265	devenv.exe	11	Afternoon
2021-09-07 11:41:49.017587	explorer.exe	11	Afternoon
2021-09-07 11:41:49.172857	explorer.exe	11	Afternoon
2021-09-07 11:41:50.034124	msedge.exe	11	Afternoon
2021-09-07 11:42:02.067534	explorer.exe	11	Afternoon
2021-09-07 11:42:02.252100	explorer.exe	11	Afternoon
2021-09-07 11:42:03.075283	devenv.exe	11	Afternoon
2021-09-07 11:42:26.751754	msedge.exe	11	Afternoon
2021-09-07 11:42:43.031964	explorer.exe	11	Afternoon
2021-09-07 11:42:43.220428	explorer.exe	11	Afternoon
2021-09-07 11:42:43.993815	devenv.exe	11	Afternoon
2021-09-07 11:42:58.699903	Ssms.exe	11	Afternoon
2021-09-07 11:43:00.978077	WINWORD.EXE	11	Afternoon
2021-09-07 11:43:18.969115	Ssms.exe	11	Afternoon
2021-09-07 11:43:33.696043	WINWORD.EXE	11	Afternoon
2021-09-07 11:43:53.019046	msedge.exe	11	Afternoon
2021-09-07 11:43:55.108729	explorer.exe	11	Afternoon
2021-09-07 11:43:55.931918	devenv.exe	11	Afternoon
2021-09-07 11:44:08.062003	msedge.exe	11	Afternoon
2021-09-07 11:44:09.593154	WINWORD.EXE	11	Afternoon
2021-09-07 11:54:16.880075	msedge.exe	11	Afternoon
2021-09-07 11:54:27.360848	explorer.exe	11	Afternoon
2021-09-07 11:54:27.463383	devenv.exe	11	Afternoon
