key_press_count,key_hold_time,typing_speed,error_rate,backspace_count,idle_time,mouse_click_count,left_click,right_click,double_click,scroll_count,cursor_speed,cursor_distance,drag_count,movement_speed,idle_mouse_time,fatigue_level
360,0.09632514880848608,77.07268226619458,0.048533873312815966,3,2.615911505306193,75,52,5,1,30,308.17500358524455,4497.251550230758,2,413.68133712461076,2.489150576653605,0
164,0.20456686649686348,43.03832522095852,0.11118763826180814,14,5.704606776669583,21,15,2,4,16,237.92735311325123,1444.2418615647225,3,189.40452414247017,7.357611078889012,1
141,0.23981464448201006,43.29144610442544,0.11479081064331902,19,6.764119104278862,24,20,7,1,18,197.9478093382951,905.7518834006693,2,240.42195031481694,8.802509238351085,1
207,0.10310696593171087,96.13455250544101,0.04456864710696676,4,1.6255272176137918,69,31,12,7,11,304.55306468604806,2262.94950858396,6,328.6572272337997,0.5811276919766892,0
262,0.10355879504221085,80.09153389850121,0.02506781447947195,4,1.4085981186301524,63,20,12,3,35,390.743708750378,3696.259902823227,3,433.9794883879972,1.0478151616770022,0
289,0.09450593543056396,76.20992352110756,0.016967733463130144,2,3.983700835254698,62,27,8,4,26,405.12397500305923,3193.652526671069,3,320.3482455430408,1.293472125069713,0
111,0.2435424824448534,53.07642813650824,0.0852130623289915,24,13.127329043046794,20,13,6,2,12,271.56493703597556,1815.5816153370483,0,108.23573363661615,3.7629999290408325,1
168,0.15191678875249778,39.26345122245564,0.10575162386764665,10,11.185851490721154,31,12,7,3,13,184.5957960321396,1757.53182710396,0,249.27391153001818,5.99209344599592,1
234,0.14468292313752032,64.61128084989137,0.03752831463466382,7,2.573791386254366,49,24,2,3,38,408.46241962621156,2358.6859932561692,2,434.47010379218557,2.6262605708214926,0
108,0.24061375361274795,55.522980340325006,0.09253799487355677,20,14.080836870598544,34,24,3,4,19,276.2035156957798,891.3016721186087,2,218.45104206891335,4.436279833766125,1
223,0.11951209797658488,60.37941734513992,0.014524392763062922,3,1.86436181274123,41,43,4,5,24,568.7652543577979,3795.7853222140125,7,315.229644912542,1.2767883207786186,0
38,0.3944042286720058,33.29564307654049,0.24592061270129395,29,36.236948742830904,3,3,1,0,3,54.51210638802238,712.417377209501,0,99.98441153070412,13.736016820900712,2
157,0.22700212284558285,50.96681590301013,0.07732280454830882,16,12.94662892397889,18,18,2,2,17,291.5035948064823,918.1935700152839,1,106.23939343847043,8.919384100805132,1
176,0.1799874268444065,47.57947917628361,0.08066781557233066,21,7.845119597424441,15,24,6,0,13,241.41679459909182,1263.7924674366964,0,145.52651873171672,4.164899990176579,1
371,0.13043612429740253,62.195304585859,0.010695191607419186,9,2.977924525180372,50,20,5,4,36,568.7093889598117,3277.8131254008185,2,303.07141041714783,1.1849719538575452,0
178,0.15023234061319302,52.08315906569325,0.08670204568380846,14,6.912773710373971,17,13,5,4,7,298.8023954095254,1371.6059521932393,1,201.37174536140995,5.250237345634631,1
176,0.1796537589620262,37.51143874202421,0.066624022965354,23,10.663228801665321,23,24,4,2,10,193.37897279488044,1345.1248692325103,3,142.9271306196861,7.614711759356103,1
249,0.0865909891787992,72.64786329185978,0.0457791972387227,9,4.168374535042172,67,49,14,1,10,540.0220296230605,2711.4333979331336,7,280.42382668166806,1.7550204943479555,0
267,0.10390942473195815,88.19702198755812,0.03353650533362422,8,1.1993681111317662,56,29,14,6,38,527.2393336352153,4673.600219190807,5,488.5105662695214,2.521426335368476,0
163,0.23171070991667614,51.99929275223441,0.05181272491746396,14,7.417645074796816,15,13,5,4,11,243.30442188780137,955.6475095880322,2,123.24126780069038,3.5880120016443797,1
48,0.2640474611738962,25.347396055197834,0.27232976184053254,45,30.647505823099806,4,6,3,0,3,94.48292990722526,228.4940356839361,1,76.92103202494548,10.97066901459338,2
328,0.08272741926171635,78.28000877126713,0.03239377249235318,2,4.824888762595793,54,31,6,4,30,409.67871030119,4328.871432547843,3,454.01976058583784,1.7007356469783894,0
47,0.2671258461457071,34.073848839383245,0.27103646975737894,28,30.863753521540673,9,7,0,0,0,82.00570177379291,348.45937514246924,1,73.88132219776872,15.777022466632628,2
247,0.12180946575788014,64.82090315145858,0.013542223368929657,6,3.193282334905697,78,43,5,5,20,533.9964980731634,3094.0120287030095,1,279.6651536186347,1.0975363366648585,0
25,0.29952377743978115,20.906891390989163,0.15101613071354092,27,27.940261935320628,8,6,2,1,2,31.877678153047917,128.09757171578713,0,72.35146918644598,11.37865404248178,2
250,0.14259520840271478,85.48926319157948,0.038215423764488145,8,4.379157745144086,78,53,2,4,15,313.57475670566635,4930.383118482759,1,427.22477819332903,2.8091620938741317,0
260,0.08591619053764774,72.5141942602235,0.01720041749890894,7,3.929794927352359,75,42,3,1,21,376.18133157710884,4083.9613184305263,5,466.1630886506864,1.5128713841960166,0
329,0.14872886218173717,93.54330234810499,0.03973411291574497,7,1.5567920984701193,54,31,3,2,20,559.0924263889848,4320.716305192162,7,325.70747224468556,2.1444134581815,0
263,0.0828747261737513,63.51472444970627,0.029647453634745066,8,1.0707512384530289,57,48,3,6,28,351.4302530131628,2087.465558066267,1,298.93890160140614,0.7176780139432705,0
343,0.14583722789947684,73.43463428599341,0.04133690903766459,6,3.7135152914205674,43,27,10,4,19,532.014314334675,4831.784850429373,7,291.8649361294971,2.2976890512770294,0
139,0.24102166549666446,51.64577069129656,0.09743770787823888,19,8.206627547364322,33,23,3,4,6,195.51798246744093,869.9566446348284,1,143.40286153333693,9.335546894561368,1
93,0.30031979395296504,23.917965643329133,0.2690281784733342,25,33.45454318052295,5,9,3,1,6,63.259273661303375,574.0330657837499,0,88.62407498260725,15.400049622423905,2
298,0.139110847084354,74.58788997829224,0.030869201865448524,7,2.3530524213293935,38,23,12,7,22,366.91861846282706,4302.496491772116,7,450.74532532727596,1.229233626803965,0
227,0.11821410391154923,79.23347912356294,0.027691950495236414,8,2.2888620137785134,31,37,5,4,27,520.87194304015,3988.3888226291647,5,453.09768104653773,0.8513678199888572,0
88,0.42743373765891823,12.927680787631946,0.23086776127560038,29,17.242698785990775,6,3,1,1,0,88.71969979490831,673.3970464261425,1,42.71339197315445,24.167178720773222,2
327,0.1481177244489073,98.4839514305647,0.02797735340854951,5,1.0536105057286624,41,23,10,5,34,445.7452286737894,4436.774362971026,4,265.35628231495815,2.9424138653165564,0
81,0.3007825849340056,13.5639064283735,0.1891090601467066,43,29.869405369770874,7,8,3,0,3,135.63495156161162,338.315486880524,1,75.35280212956495,22.770500923833293,2
36,0.2522094290425555,12.790936133029634,0.22092811304723725,28,29.573823734113006,10,7,1,1,7,149.4659117687483,482.39537335319875,0,41.7226786326802,12.865919828618688,2
64,0.43464176717443803,13.708696572974313,0.2679850576380185,41,26.37275362169607,8,1,1,1,3,69.11748525225747,283.5147372861596,0,26.147956948898738,29.071470748245947,2
315,0.13884969901145516,86.46620700322165,0.039233178994835055,3,3.1804221130427988,68,42,14,1,39,372.02122214626996,2833.5354896196964,3,298.56839275045036,2.185094668562392,0
352,0.11665215932105077,70.7964488956878,0.02748661555267306,3,4.718467691502736,57,49,3,1,29,381.912185798342,4511.789021415527,1,452.01695427900563,2.2394874173518637,0
370,0.1462336180017183,68.2231923350255,0.04472217290129172,3,3.6694015921857135,59,43,11,8,17,336.96977271489743,2262.773892217839,7,441.298458438598,0.7106609153896277,0
330,0.1447250331156517,99.15725742463844,0.039966465564051326,8,2.653665797181046,78,23,7,1,14,577.35674061957,3521.2472721808,3,326.9685313185919,2.7335118227199677,0
247,0.11507279187406814,77.2611257254577,0.02336035514980952,5,3.475792772030886,38,47,5,9,22,391.8154390568364,2701.6907944166105,3,266.84421788048144,1.883896331655895,0
384,0.1406808093717589,69.92905771028607,0.018014365741948507,6,4.6811887248776305,68,56,10,5,24,579.6968274686633,4081.416670902235,6,481.5513004710863,2.260838289892951,0
52,0.3430247198295559,29.303808287327886,0.149573637111445,59,20.048454048546645,14,4,3,0,2,51.5817778091039,795.3525985383203,1,38.04024820167701,25.520979177387606,2
331,0.12819499305357565,94.02909840065819,0.044405072656716955,2,4.017014177375453,44,31,9,3,38,475.34993865923707,4906.023816723071,3,295.68779149685895,1.1138765648612277,0
118,0.24106649953838885,40.169941901103606,0.05736536886667188,22,8.598249006365664,30,19,4,0,14,217.3722304098319,836.0242708608035,2,200.8394409898849,7.335459141554093,1
172,0.23931137413224726,43.96817548865247,0.056627669335335654,10,5.3429790130331165,32,16,6,2,5,184.57422560272812,1919.1748608094013,3,136.40724801978746,4.603816297379794,1
148,0.18382309673172847,52.84265646691768,0.09436278610332355,19,5.002410046851345,25,10,7,4,16,238.420620463987,903.4990055647579,1,211.52538036686127,8.04571421532441,1
116,0.23661837088690296,35.12171019138758,0.09778194958469139,15,11.73008166288677,25,16,5,3,11,155.21987998025253,1236.679287794399,2,115.85868406467023,9.1448282250307,1
374,0.09667653066827855,60.9209041915055,0.03377583436914181,3,1.1422834681421934,55,36,8,3,18,357.2177962772684,4344.846437589197,4,332.1395374714496,2.6424110369405973,0
98,0.33065208424449744,30.0985882694013,0.12864041447342325,50,27.096533757265505,4,3,0,1,5,137.79356490525538,554.105316108434,1,38.707869526838216,22.378447124694432,2
213,0.11096465608117731,97.31752268399819,0.0209183749942526,4,2.721348710035685,69,34,2,5,10,323.5673492771181,4509.4954718541,4,477.00377234374355,0.7787192195969548,0
253,0.1125271669057728,77.54978701553355,0.03175115631989597,2,4.855289101929404,72,59,11,4,30,582.2319899068502,4704.749015861203,1,331.855239683362,0.7177732236535851,0
144,0.24990494981036449,45.1724607847657,0.06870810796029432,14,7.286707513846034,30,10,1,3,8,218.55359282889384,1815.3430226661342,2,102.77868651189338,5.040618497058347,1
389,0.12957268369082398,71.98383647065909,0.04870045054455111,9,1.050859559947574,43,58,6,7,36,581.6684880123826,2739.559716913949,5,361.3523802764467,2.2685656879048306,0
289,0.08657113030569043,68.20007240212949,0.011775066541329472,7,1.2985192573483268,71,56,6,2,10,328.47253238020386,3393.8395064269125,5,272.82720063616756,1.9539105110949717,0
28,0.3791519143061376,25.91325773534959,0.29120019617572795,56,28.66262845283299,4,5,3,0,7,47.91142763865675,238.10181610194795,0,75.07173639415267,17.113747797887484,2
27,0.3835873489096131,19.30787019435663,0.14300282788640795,34,32.51534546018847,7,3,1,1,0,34.318779464240144,360.11008863877447,1,56.63353337596967,13.372564217701907,2
75,0.4037900934318792,33.58085708367422,0.23601266839826335,27,39.425968840411045,13,5,0,0,3,126.74515862069198,472.5643933736886,1,99.5198186730937,19.210183198163577,2
201,0.14970819625205595,83.80195918801682,0.04103218943171824,2,4.508553766045615,51,51,6,8,12,453.8766494324297,3502.132777510014,6,426.4088490922454,0.6023348609358634,0
58,0.4499271250850888,20.42123098733506,0.26550883762310085,57,37.12762462726301,3,5,0,1,6,35.73732764429757,115.49329289068264,1,92.58316491620575,24.92301007653576,2
362,0.1038437198624968,90.8752792239298,0.021333717930623265,6,1.3056674377522057,57,49,7,1,31,533.0409996419664,4071.217165733216,3,329.9357988519237,0.5671691351123382,0
119,0.21869414350035105,44.037178745545305,0.05347154557540603,14,11.009571949974973,28,15,5,4,10,278.1926194727753,951.3629435549182,3,140.4235075200045,5.919386653628939,1
62,0.4323546563677399,30.01958533434732,0.2989975804576974,44,22.47825739078111,7,7,3,1,6,116.30063074105502,373.4917854816765,1,59.301410279200056,26.195074348713277,2
76,0.35356906243738107,16.73025144689055,0.24116893190044753,39,33.33895882338767,2,2,0,0,5,48.79610174286225,557.9178183943526,1,29.092100904934668,26.174307937708793,2
283,0.09026233751844179,71.10348690517672,0.01636982953117058,7,3.3941263027374626,52,36,11,5,12,556.2782366992008,3642.244521139178,4,463.33230413969693,0.9821764217240356,0
50,0.43117528441924013,31.061950955039123,0.13090131181427403,34,32.949488350509625,7,1,2,0,0,137.40393019262035,415.8437857486776,1,22.13545268694834,27.124880833832407,2
158,0.2318307817675303,35.95122945775227,0.0646592369575298,18,11.713044235642798,31,16,5,3,7,169.07736804487664,1438.5415669505392,0,201.77756042266216,9.755221360369433,1
169,0.2437661460616592,56.66127658122603,0.11201454801103974,14,11.667088553964568,34,15,4,3,7,196.9876110733233,1866.95664284583,1,215.5133546881123,3.143576435242738,1
191,0.21028928826054352,35.92783299905756,0.09405965977819702,22,12.71243074033178,25,12,5,0,5,187.83347013459283,836.5958574233053,3,205.93487477976728,6.52503827437014,1
236,0.10154440678397346,85.3239225342979,0.030559834712349,5,2.485688007492183,30,21,2,8,38,383.4387466459837,4400.619043050738,6,310.54366258686764,2.2372959494537685,0
266,0.10400488049947822,95.06661511449798,0.020212260989137275,4,3.1701832135816916,48,46,6,5,12,457.07594556643585,4926.419084942066,6,352.80101680296355,0.6937074344809647,0
96,0.3669244017826707,33.09223352554676,0.2457994953210722,42,15.633441323699172,9,1,1,0,5,52.42943577486911,151.368811656406,0,39.59512365549251,24.446086586590773,2
106,0.18157211297704887,44.23477911137785,0.061859568146527294,13,8.799242909620144,16,22,3,3,16,199.95114495783662,1449.4256670284292,2,155.8367942779107,8.811280766323858,1
186,0.18965905743863298,54.078751443639035,0.07650719469809485,12,10.272551499506772,24,11,5,0,7,212.81384857239823,1038.0470478172415,1,104.94654155238901,6.28512097452005,1
37,0.4093313469982286,10.7773655485764,0.12404861933439729,33,35.59962646129281,9,7,2,0,5,31.150276817327345,670.1555776913721,0,83.46758622887808,14.628732609268493,2
330,0.11360321769129325,76.8814423820275,0.04171824378422526,9,1.693920297063829,41,21,14,1,35,462.3008696782988,4354.309045474964,7,479.4602207733883,2.3654490963806807,0
361,0.10964296596156829,76.94387449681932,0.04789191553025352,5,4.557563664515377,76,49,13,8,18,534.1668080661641,2913.8070673225716,7,260.0722364336355,2.04572699688697,0
117,0.2421143880180842,47.437910671860834,0.05786701526040681,22,13.8974899029538,15,11,4,2,18,250.22709929368577,1777.0505204655956,2,103.00175854431622,3.9536355608200795,1
302,0.10083446221565176,63.09284261955149,0.04275142573428375,3,4.882999830682681,62,56,7,8,30,359.77378632249423,3698.64504725785,2,408.0048021056091,1.5457277777337148,0
102,0.2214952823551777,45.48703712724549,0.06791107785685489,12,7.652850890860524,32,14,6,2,18,279.5365504708719,1812.1133548508592,1,101.82697531248121,3.9944312661014356,1
243,0.146440201211397,75.65928440806007,0.030850412487216594,3,2.674322486495741,59,55,4,5,16,404.2521247275543,3678.216277182071,1,447.67277547504193,1.154377750336206,0
90,0.283198892135025,16.401112159403198,0.28879554279206704,35,26.931940813330883,9,3,0,0,3,107.59167405629644,713.5004923897045,0,68.66472224828476,17.967553513188612,2
153,0.21267705194172218,40.52678882034979,0.09213869470821168,20,5.505074708322821,17,12,1,3,10,267.22846942996006,1702.8829444633607,2,149.63306315406913,6.416645821854831,1
62,0.34318879018599696,24.73440931620293,0.1636024188136453,47,17.394197154990675,14,4,1,1,2,39.275219178055906,198.4867967025224,1,61.895870901704725,25.89253582053563,2
45,0.3597903482715654,23.959802908216844,0.2458519376630831,25,15.394359744286149,11,3,2,1,4,75.49040676586226,685.5641361133052,1,56.218034130395196,23.111163948346977,2
47,0.3968936771750646,34.20395415568791,0.1999316084556956,45,16.30094594236401,11,1,2,0,2,82.00403384362019,532.501407843579,0,96.36938972032432,15.769167008362569,2
92,0.2732034774246006,23.64648502549406,0.28052487949531835,56,25.018711191189446,14,4,2,0,1,122.70317077951132,257.3321663611736,1,57.48375598331778,16.147454384080895,2
292,0.10479026695551878,81.210605305396,0.015308586152771097,7,1.7320617769389086,70,32,11,8,20,468.37670342247725,2697.6239948625653,2,469.6039657612404,1.4233853252235806,0
76,0.43977276917895936,17.34725207998292,0.1591431750464498,49,35.28867515836832,4,4,2,1,4,145.67441104659446,792.4793670305412,1,54.53214100751688,27.23314310994096,2
228,0.13469072353298417,91.51159554857969,0.048529466137605275,6,1.0417107975896123,44,54,5,7,13,509.55918756274116,2269.748734579107,2,285.79033945279826,1.3902327129160543,0
46,0.26204407288904724,26.608371111556945,0.14423864904920222,34,33.91729433190085,6,8,0,0,2,125.84454886111668,509.5699289814903,0,31.25662646604594,24.816353158642308,2
131,0.19234820092493327,55.929049104875645,0.09733101334174117,19,11.69053515316948,19,10,5,3,11,208.71814061917067,1260.738673115567,1,215.6704072256233,4.356172531173675,1
87,0.4294094776420382,14.809327306561729,0.2763311647233704,58,39.72094081950234,2,4,0,1,4,63.899860421680856,375.91931820845434,0,37.33473951912021,19.303473933132764,2
296,0.10916473404169355,93.0042932569064,0.034490319435246324,3,4.025058631565811,40,45,5,1,21,574.4897595233906,4297.48711770473,5,365.64838677628825,1.8687947101499862,0
212,0.14516503739811049,64.5706920022275,0.03925080267894742,9,2.042853199679666,64,53,9,2,37,454.1552203729794,2151.6775638786166,6,410.3921416712486,1.1853009095480016,0
176,0.16727567562462098,35.26379092039751,0.06326888559758584,12,11.699534908592181,15,18,1,0,13,150.79862858565963,1851.7051323253913,1,158.06957634567226,3.7481836256092196,1
336,0.1083641460746992,75.10903789760677,0.019021605697749418,2,1.8842534858149138,44,38,2,3,20,375.793809186386,4625.354133674141,7,450.81122616620155,1.3209637490415134,0
154,0.2447796066014457,43.001418172132276,0.0966100436351394,21,13.782524677323465,29,19,7,0,19,239.90453276073984,1285.8929771238127,3,101.40174302293663,3.2229973376978207,1
27,0.2712895177666216,25.911767713752425,0.20100513216336371,46,33.701351727202905,14,3,3,0,5,43.58647799201391,754.9585905866812,0,40.7278564305689,27.777758793129653,2
28,0.2960171816840004,11.708690454742278,0.16760498835665943,55,24.699662002383057,4,3,2,1,0,52.46143307861883,156.3615910140583,1,73.59410737290585,22.12066905040757,2
28,0.4171385174385384,25.853220271670075,0.2009255878401201,32,22.65952592340724,14,3,3,0,1,109.20031254895194,467.4140526039077,0,76.81135060500225,22.87267576239241,2
130,0.18018000558611552,35.70571899126766,0.06361244634276196,17,8.205632243609244,28,10,7,1,17,299.40191750733726,1127.0692985784806,2,166.32342071692176,4.239303061698782,1
97,0.4221453324413261,33.278279389221225,0.24993556318110008,26,28.38452388455153,10,2,1,1,5,129.51440130366169,474.9421569930623,1,57.28028114824103,17.573813266660046,2
327,0.0926047090644509,98.70797552828346,0.027680974951314302,7,1.900894809073959,35,47,8,2,33,582.0662416713856,4445.82899327168,3,487.84921549477656,1.7634131412648242,0
236,0.09750115144512733,64.03178412063546,0.012316818422351931,5,2.773092349774473,53,42,8,8,18,562.6216875365503,4780.749038993325,5,450.9388090029407,0.6344549104434447,0
133,0.24884904844868047,58.015703417769394,0.052038664949237375,17,6.707682600033369,17,22,4,2,18,286.88763268872344,1394.0671347855018,1,155.9510649817841,8.744391753933257,1
171,0.18658992986178075,39.874918438025496,0.07282742396471555,23,7.190591730598833,15,23,6,3,19,237.63371832475772,920.6364304302031,2,136.7430262548934,5.328710905712267,1
298,0.09435317299545674,92.60217713609828,0.02673599154670611,2,3.545962604196616,66,57,6,4,32,485.8847780834767,3477.7970156654424,4,276.3513214890417,1.8683117108487153,0
59,0.4427099198781701,30.5695341216542,0.20421529272494082,28,17.414414517641603,9,2,2,1,4,92.61788416599067,425.05922412742876,0,20.475340467548353,19.264592748180576,2
298,0.10085716160793654,79.3501976772965,0.012765311447464778,4,3.7906825100803005,36,36,9,6,33,494.25493945300894,4708.116531336069,1,259.4244312287132,1.0225925934648057,0
383,0.10522415666436878,63.47700059801397,0.04806199897421308,7,3.7515364395196604,76,40,13,2,32,487.89670549685854,4374.390622668557,4,283.07198691275954,0.7855928464784896,0
21,0.28175158302241665,20.855464904210436,0.14722380086645387,58,37.88752190613538,13,2,2,0,4,110.85007755106305,447.220925977481,0,35.30345393616858,20.699334113308087,2
126,0.19523667592065702,56.632363980025616,0.11354255601688665,11,6.262834725845689,15,11,7,0,9,189.31694580251948,1684.18019819564,0,199.1897959397637,4.832270083259166,1
134,0.15068407481483634,37.381223349321736,0.09874537027731214,19,12.298891177035978,33,16,7,0,12,288.0170719983943,850.801391021964,0,196.89272966680676,7.893191898294665,1
142,0.17126642865113428,44.99145005214384,0.06215701458680379,19,10.79737114939772,32,17,1,4,8,237.82289074725534,965.8785041424046,0,167.5873739224176,7.286179021882777,1
156,0.23793244633625607,38.69631094655959,0.09742243479679813,12,6.573715833499104,23,16,3,0,16,230.05881205071665,1667.1340698013396,3,176.1091140767441,3.397883994986719,1
92,0.34864869918668945,34.2743832465015,0.18862782943602852,27,22.59633952170556,5,6,1,1,2,108.23684567075529,144.15262204007672,1,65.01334245250665,26.895807205791233,2
50,0.2643358759350669,21.156556295247466,0.2837131169601095,25,19.04433390961758,2,6,1,1,1,141.87214066058007,339.466504031598,1,96.1199551381882,13.33947747345108,2
148,0.15867829540649905,49.70315163669637,0.07516252352977605,15,7.648163217783188,15,18,6,4,9,226.73042913521877,1344.915912053044,1,249.32746728854872,6.316321076171041,1
285,0.1225288655605501,79.19125307426019,0.047635014253522595,7,3.9971348507831057,41,44,8,3,12,467.19317259429255,3634.3166809483664,3,463.2315959636453,1.399299654775674,0
117,0.1672197479423633,56.236610748213884,0.10001936422652094,17,13.90220670554556,34,14,2,0,11,281.4438522785906,1644.723088793397,3,206.53650128908887,5.227226466560922,1
198,0.16778840587344995,58.52199765853712,0.06954008932556131,24,7.078238414588358,19,22,1,2,7,214.44041151728203,890.6653925153234,1,166.48801622124432,9.98259621963327,1
155,0.19011479694917977,41.8541009418075,0.09325066580884256,15,9.87082544323578,24,15,3,3,15,238.61305820295973,1540.8251011856805,2,195.67332688891153,6.874006928146092,1
187,0.180589481326152,54.514318145523504,0.0713991495067342,15,8.385540274370513,23,24,7,4,15,173.62508221137057,1018.8022202938635,1,179.78660453219538,4.398097960778656,1
178,0.17714308642760532,51.23857396509151,0.07388045280737782,12,12.712248152904037,24,14,4,1,8,150.65393699348706,1257.320616334177,2,131.47970159186818,3.6204308232470654,1
131,0.24839309401424023,39.58910285542332,0.11740705962540407,22,10.171179308569194,32,18,6,2,19,252.9975635031056,1919.415465632359,2,183.98247483654757,4.117409532769349,1
199,0.2092696066642878,47.565752890531336,0.11244412021467859,14,8.456201689007894,28,19,1,0,18,183.44250128366303,1071.057695520291,1,157.46521503858767,8.30106900449835,1
84,0.2686907825337756,27.105717772200638,0.16380189902822215,29,19.008616097629144,9,2,2,1,5,60.94440042576103,253.77227459629518,1,26.331573462256756,25.02614591304353,2
281,0.1338242418920778,98.20945250893917,0.036504851160332814,7,2.507656658945488,74,44,6,1,10,535.26185230958,3382.0094895004677,1,471.6256316604756,1.6070734259608104,0
182,0.1534403208453458,47.332020683464,0.10724519014125936,14,5.470611978769474,26,11,5,1,16,246.5328184481126,1053.5155003258358,2,116.29111035197388,8.504571701731885,1
329,0.0830380548308721,92.02999085944484,0.03897141232505648,2,2.369534544134186,49,47,9,9,35,482.98246757881554,4285.027628640988,2,394.45699287785897,0.6742985645843237,0
68,0.36135374397949815,19.995811483755126,0.2664886620177668,36,29.13256728651126,5,4,3,0,6,129.7301288827914,488.2064700749371,1,25.404387476454964,24.957845080521665,2
161,0.2085035168718662,59.89984122751749,0.0587994134558481,14,12.52727137825976,28,15,6,4,19,274.0737222641435,974.343211694944,0,172.53895721564936,9.45368941092925,1
335,0.1287551026358955,60.210152742335396,0.023235574519566878,7,1.5253976325796268,51,43,12,6,23,481.13909757872887,4683.213165945522,6,284.25522750908016,1.5075782782068416,0
251,0.08444582807130009,79.39113468601384,0.028807303707866605,7,2.550694379001577,58,24,7,1,39,524.8278017942425,2340.3224513117502,4,284.3404364921686,1.9115996447405048,0
53,0.30184509742903165,17.48366941211693,0.19824427067944547,52,30.638910993062225,4,4,0,1,1,127.60119948541299,488.9924785042109,1,39.43980742886638,23.20772880542688,2
283,0.11156373131912731,98.16347746158533,0.030504608208232205,7,3.343240583887608,58,58,11,8,32,318.02892311345107,2127.4097277695996,2,257.9306229540078,0.8871439351970531,0
66,0.387791158034234,17.791277515241294,0.24063629328131272,31,22.406745898861736,3,8,0,1,7,86.30939350446477,299.42204723214275,1,53.46044426048383,24.88561878588328,2
99,0.27089459716318726,24.491449091907903,0.2912063216529744,57,19.74466943586441,14,1,0,1,6,124.84983003830523,470.69416555383606,0,34.84641894268443,28.645642881415615,2
63,0.3200142624549906,28.111459425233477,0.24873986569047615,51,22.65146132312862,9,4,0,0,2,118.21389898084752,731.5542005782619,0,24.6146627666835,23.768186729114152,2
