key_press_count,key_hold_time,typing_speed,error_rate,backspace_count,idle_time,inter_key_delay,flight_time,typing_burst_duration,correction_delay,pause_duration,keystrokes_per_minute,mouse_velocity,mouse_acceleration,mouse_jerk,movement_smoothness,idle_mouse_time,mouse_click_rate,double_click_speed,drag_distance,drag_speed,scroll_speed,scroll_frequency,mouse_path_curvature,mouse_entropy,mouse_precision,direction_changes,click_accuracy,cursor_distance,straight_line_ratio,avg_turning_angle,abs_turning_angle,reaction_time,app_switch_frequency,typing_session_length,mouse_session_length,break_duration,left_click,right_click,double_click,scroll_count,cursor_speed,drag_count,movement_speed,fatigue_level
411,0.05503740198261656,83.29600343248394,0.024213350986437093,2,1.1961876416159323,0.05236144889663265,0.025,8.33423651571162,0.24659542858610561,2.753143788171821,409.02025616554994,412.0631526390106,146.52818900789515,33.172143256517124,0.8399066956849979,0.15,0.8077540999811406,0.23086146427399523,694.843969819138,202.90197965374765,90.68927806805779,48.83725315856029,0.10629331593897792,2.5024609383521845,0.8875112233036238,6,1.0015675768982317,4437.724916928741,0.9978543409584615,14.78435638073314,33.781229347374726,0.3578388664952612,3,10.791878491845385,7.5,2.9229645288887482,56,15,11,49,637.4252467359755,1,494.8652874107675,0
488,0.06086904701396696,118.74012145842963,0.017067089605734106,4,2.874950727778558,0.042169236985491285,0.025,16.41126398965195,0.2976942901357232,1.716349085278681,421.0313067285747,660.0662853850915,79.23975328567248,21.538285550007096,0.7910752220521639,1.0920223271678111,1.7198705809293464,0.2159567030145534,498.84969581570704,507.04561576232425,211.41305742215303,42.57992198721558,0.10625402286540422,3.5888248018748206,0.9238050564033039,13,0.8340532847344917,3682.8386075074604,0.8982647758496473,13.502007949190833,5.0,0.22661319153661175,2,17.4647790934828,49.352272141631076,2.105302968526852,62,14,7,21,463.53782838430135,3,445.38440624879587,0
245,0.07403876464586687,57.840029135893346,0.055339061139576935,7,6.761526016220774,0.11291410423936726,0.12299925723505367,12.977004888060033,0.22946866331483484,1.7091324254814788,127.94854740819618,335.5738728483919,143.88029917943493,70.36529695473817,0.7101964066764517,6.305892097379131,0.7408023478863228,0.30272165424122394,219.1939568598716,219.75246449874084,143.82402266201711,17.834148657281684,0.09467607403137861,3.777688080471705,0.7567697858493021,20,0.9153699920574134,1816.4897872310405,0.576431444426759,36.378829525251916,45.1532442306297,0.4671949236937327,11,18.330204315669224,33.92205540839908,0.7464950708996746,38,11,4,18,406.18358702858507,3,269.87515472337856,1
127,0.25082269821345027,37.95567875354763,0.10759299087227094,14,9.238544736248596,0.2855446779572099,0.2794112010703771,4.13852671182792,0.7188196245633227,2.0,42.91553950626222,207.45302966538247,43.13890251076548,57.57174111263403,0.7941216481160661,5.3455029051858585,0.4033434793056291,0.4196418590541971,157.15288271582472,64.00635459081914,61.31507801796329,4.045267870165452,0.22958189704950055,1.881029171124216,0.9093399466478078,43,0.5729456171975653,1910.510414726161,0.6362801318599235,28.994877700253475,86.70119087409935,0.7718840877962688,2,7.854833825534376,6.182314982281796,9.55361395110324,27,5,1,1,151.92966339922958,0,169.74352918573848,2
201,0.2128404515382485,73.15879774891847,0.07889669240017048,6,7.942281963243655,0.22122636745400062,0.15792955775414075,17.474230148854506,0.3395665104063215,3.781982581983443,196.21346750845186,313.8146177201861,102.3078201228329,45.05203648435244,0.6519905570353984,3.0721332993672013,0.8188324196214711,0.2267828214133168,435.92666398864014,131.95709305711142,86.97902254082159,22.645317557084233,0.1955976028995361,2.784259336775374,0.6559188278405086,23,0.8034231172845401,3398.157648740563,0.7155839455753251,7.5,45.81669020744353,0.21313037230489715,6,18.649252092163064,45.66903638805223,3.7435440568209497,48,8,4,11,352.85051921092025,1,194.3199820055468,1
204,0.17699943578316693,68.3826554432547,0.0779574450217691,8,2.1508014912232456,0.13024840009254882,0.11766237779208936,11.502949575962536,0.1797971835740798,2.340547361929695,166.21204349136556,343.006069985928,153.2235718457203,60.31334560493631,0.831622873911229,5.566976062157599,0.7824851684282061,0.11,243.99737921039625,140.29618522178532,91.27326324006941,10.28450258665439,0.2579084893863423,2.8080170804467226,0.7679734382802753,17,0.8332509913465245,1669.616692601055,0.623620463865817,26.086465286467742,49.80715069394627,0.6112724544755999,7,27.685332107050534,5.858706540433522,1.5784306036257603,22,4,5,8,428.5734085516096,2,373.06259374179183,1
150,0.17125959653257447,42.106136894544754,0.10539654602015401,15,7.9285394135017455,0.27128166593665487,0.2304575722306799,6.411732451935664,0.7761057261004054,4.475058482460214,67.88478620300671,252.28010608434482,54.35643034724796,64.11474399477609,0.3900629880977253,11.431842766594709,0.5119820465874065,0.35321911559373226,196.36692596212575,139.66958902764523,41.445908095570346,4.7052680653975525,0.36531083222779537,1.9408951800533063,0.7660634094210952,47,0.6523486524967617,1343.4174950535037,0.4752003492644362,64.02949153016053,73.37661600189159,0.5493587026624999,3,10.793963945660117,7.162232537431308,12.01139420259808,19,5,4,16,146.81813055816605,0,243.21634910462976,2
20,0.2679421993360832,27.949991185876126,0.09924492686952864,21,22.84754935205003,0.40924699895652006,0.5183506786769221,1.5444193853321955,1.2150136536724998,23.135603911672618,30.927118288847076,95.31637928166391,22.81201582448334,287.3695109480973,0.5576845921508433,20.601658266082644,0.19142378013156108,0.5965294554604218,41.20580381061455,61.63093619106801,37.75449641101625,4.5874258750790435,0.5447617608821673,0.8719931342624594,0.5545875336362194,58,0.7004971566946061,821.8443201798176,0.41551626746625553,114.20282706975507,151.31159900901625,0.7609188059145501,15,9.49879460733954,5.1149792742459255,18.76497670287182,17,3,1,7,111.7500640023816,1,181.06586649026207,3
209,0.12876461955405955,65.68434045018599,0.013519323883739156,1,3.5191342708129563,0.11151130924310436,0.07585865734956723,27.53936043161437,0.0794320036038325,1.41958538596636,249.32508985906077,441.47768928493497,147.27898064356697,25.58236016865276,0.8266564985471246,0.6563460688523692,0.6726937250780349,0.18196742432196236,632.8640559004743,414.2337600401293,231.39462362986825,35.23337633928807,0.0636461888289783,3.2689508173396176,0.9274265292381305,21,0.9752431731159715,6692.182785900768,0.8400755573036738,28.55164448211965,18.89812743943825,0.30921340007806014,0,10.0,51.371650698763766,0.5312363635986055,50,9,5,15,411.1984904333976,1,380.3601058123287,0
132,0.19167889343645284,45.16415181354293,0.11851949477188929,20,11.688164619230706,0.21084561567362384,0.25028824527075605,1.5,0.7391921684849305,9.54453535158796,95.79602706355426,166.7886512074698,86.37726557279957,68.4948235457293,0.453770442372068,7.5944334891076695,0.17097569254067635,0.5016522412452126,236.96485391042575,150.41480418338378,12.5,1.5,0.15635986115065686,2.3811425932748893,0.6613727277536484,38,0.7917598474299848,1902.8303846103524,0.6837477745486908,50.13325094956507,73.41605187768259,0.6227227543553098,5,3.672718149916367,10.900131256891639,9.658967876880707,28,9,1,7,217.07070117053303,0,143.30640485986532,2
56,0.5755754731808335,3.0826517828954745,0.33356276591977496,56,30.8896435517671,0.5595356581152112,0.647254110352641,0.12067799545266511,0.838110572889514,10.0,43.614433736488834,11.393015240687829,7.470061972861979,100.0,0.025,53.07702453861339,0.05703748697574944,0.9742435731246936,22.84667845413935,1.7896415075786636,4.477051911170561,0.0,0.3842563473175686,0.821284640110051,0.42618956475223907,104,0.35947587002047954,5.0,0.2595101765250992,63.388695732633366,136.64939736923716,3.570454890127571,22,4.959411384499084,4.505762447050218,28.773329775305307,3,0,1,3,39.87146969745965,0,5.0,4
327,0.18854907078284427,71.16864658061095,0.05132205982427166,13,7.128670407572482,0.134446670129978,0.1180374683610651,9.724785027848027,0.5731866059259492,1.9773353475451976,184.58036362768073,311.79810731840854,96.27948198104374,32.672547417147484,0.6471682349476183,5.080983325769036,1.0656072143405937,0.2781144511681326,212.0479627165293,226.2981514024773,25.0,13.9665888074145,0.26363952491865456,2.38209194588726,0.7684416038100712,35,0.7955969755113774,2807.717188200446,0.6148472483052027,36.53656892314754,63.80556574307998,0.6311060236693088,9,26.884962192954106,5.0,3.4584159843473445,36,12,4,4,314.62064682875547,0,400.74358257103034,1
16,0.5190885263117846,14.71495703749805,0.2927625400256736,65,52.66549176346261,0.7361544585320497,0.3298006461785584,0.5088270912955838,1.9172210863402928,35.458516987881836,28.748158567713727,39.159238207839294,2.521046595445779,233.30255109298827,0.025,20.872249518217092,0.005,0.6217082355472079,11.217774122863162,37.11358975777544,2.8943356876494204,2.952212711925162,0.7860796127390546,0.25666542283977944,0.21072554615960917,94,0.2650998566163709,34.713891291582065,0.29166158931174496,117.79853315319215,123.20760385329483,2.428363171604532,19,0.9012612776800442,0.4045915106261666,30.818690961172976,0,1,1,0,53.7896272248468,1,22.754713142401542,4
48,0.5646519080063233,1.5,0.3581677058442136,82,29.282523334617167,0.6891724786738023,0.5389269410042666,2.117792746707437,2.655572311579345,27.142704317217472,39.46815970159071,5.0,0.5,389.6842653669415,0.14515150904146404,10.0,0.08188208364018038,0.7671954775334997,5.365392219910302,11.279610497015263,8.164509764002512,1.8018507794557839,0.7236339156788675,0.3881620827932971,0.09,167,0.33308740656064767,72.63186695916812,0.1261379405422691,79.76445212060148,173.20594579016105,2.863096035485087,28,2.229527206333073,1.8617816459379075,13.047417061953068,0,0,0,0,46.596988879374926,0,37.60427870355861,4
452,0.14376656355354978,83.37585936941642,0.045641981008276544,9,2.6608822098063327,0.16459811021889956,0.025201418197237754,27.583226277091427,0.12419191792362741,1.5933468152688768,390.98982953886014,573.7145885409302,220.14555879689897,46.22806725947736,1.0212850605733426,0.15,1.5125244069943617,0.15812055233194883,737.1590915321408,552.014826974464,93.95546780283155,41.16901003741523,0.012397515135452307,2.3949525313175744,0.829952044098024,13,0.8813522842311984,5340.434733038575,0.8691350184923111,11.238649890501089,5.0,0.3651189078207814,4,37.81974441611893,23.492071388442184,0.5546641259022198,37,18,5,12,257.77209698831666,5,637.2627945971115,0
208,0.1510172035589973,42.05291372939457,0.07891378928077247,7,8.570036105264109,0.19241780122841606,0.14663810216107073,5.1770155552919555,0.5033815003098185,2.8988958593613754,191.3597570809568,317.0998610030177,76.3697331573126,51.57534552137686,0.7646421650649183,2.376773800511577,0.817735817366479,0.24290271935567048,198.31343764713807,235.1739202409653,104.01794919638714,16.646928138392024,0.24196444857537192,3.4150088680180093,0.827308528338807,28,0.8309962667125071,2509.2737609627707,0.7518008201011345,7.5,17.19267150030744,0.6654132083599296,6,29.77084259443421,31.171630214516284,1.1522874500706506,39,8,3,18,252.29692295557533,2,366.77428903697506,1
106,0.1679715580662431,54.651957986578,0.11674602806650063,10,10.994384563983258,0.29239213345509607,0.19544717651105403,8.136827903160716,0.31582207958171515,7.276338219267087,112.55925441248695,222.33367953866818,73.67239045378139,102.69187334539333,0.7545948125230102,9.871543397270031,0.29273959257935933,0.4247828915789717,150.5966267303389,143.5090031848801,69.22699388187418,7.771259077591839,0.17828960694650092,1.666614470460413,0.6651577993003913,30,0.7402423637197728,3145.5277163191477,0.4843847931517721,46.38791526827007,58.46058170469866,0.371153575817547,10,19.458242790514287,2.5,1.5,21,4,2,1,174.27321742358714,0,246.46275159642096,2
128,0.2469418227214828,41.39088030852226,0.09104373085855379,38,3.5,0.29872843980889974,0.1853697847855106,3.375047973673716,0.9212681123550164,7.891986758143515,81.07699189045167,70.0,39.89515432449231,131.91459299438804,0.6823061602714359,11.506123892831987,0.3423076802303473,0.4059085107644252,209.7059967683483,41.733889157821025,35.310919744989185,1.5,0.4502775741348989,1.902245219721845,0.5648762953812736,29,0.8273934036144606,1425.9088578847875,0.4695855345638924,29.033650058233427,30.5071395781543,0.847620294196679,13,9.649554831123176,20.49979967901886,1.7340497216004582,16,3,4,6,208.05819450678746,1,120.56700003231109,2
197,0.24774629725010927,61.054975270626926,0.053013780696871494,23,19.111773674320897,0.24059179719400567,0.2398243202206991,12.09091593231766,0.4954256617138205,8.870488773040051,104.69280115770536,230.69858758184483,69.95335723693451,92.83655914927239,0.2614973421619458,3.8481904424141584,0.5784805897943243,0.5889928396956498,152.32014288850266,166.93426634129344,65.49159667324767,4.903016596010968,0.3664433010988596,1.2731428808976832,0.8077868569492674,56,0.818287231665913,1352.8910474004017,0.6174987036034385,34.45623240744914,92.00881283748778,0.7502419209662438,15,6.696076376032813,15.266253150243525,7.381744670478876,18,3,3,2,241.8735426610362,0,245.75973715712246,2
213,0.181772739522779,63.30742461082611,0.0383787176694643,17,3.7863757309166237,0.23646381395098642,0.09963662051294718,10.256816691760976,0.21528961252008572,4.104121169716766,139.7388062377137,228.67398934959942,65.5045442761178,83.7411454905814,0.8833714894749933,3.581289250117159,1.051928811331887,0.25680619545369615,181.86728240662893,295.298902232191,31.357620778666497,25.26983775956589,0.10917973065739921,3.296115914427173,0.8834258916549786,25,0.8548071396416623,900.0,0.7745434156697083,45.262906140159885,40.858721112173995,0.4293921452534449,6,28.064204608045355,32.28914006791911,6.920763705780399,19,8,5,13,321.1467745203091,2,317.6703380369688,1
194,0.22560824458953022,35.75964142838761,0.08876757252726676,17,9.862513092954307,0.20539752800473937,0.20681310655365207,4.262988809749613,0.9696830009683497,7.417739433818668,71.63367245144693,239.1713877702658,74.67352691760793,165.4997356975798,0.6403947911358085,3.808930061766948,0.5935009694144551,0.29095243303186247,211.03162572301352,201.26922837335928,43.062529254567096,13.991885154975273,0.32361797725081737,2.240816116451011,0.7172157740260571,72,0.6889210598728372,350.0,0.5158917526096899,59.89213597948961,51.30558112399846,0.6855838413000427,6,7.378450673801734,18.17288424978932,8.502026985623452,18,3,3,4,162.03185360353513,1,176.8061488867253,2
290,0.09239436921614655,82.14378207158616,0.027849159831163327,2,3.9649793766939503,0.14926036464959092,0.121387657212972,24.311034524147857,0.05,1.4542922626851615,335.8427147867851,679.1641128477297,71.50974640386426,19.786302985114443,0.8399057910018033,1.4610773923357743,0.4,0.24145331096752204,469.6339064500233,324.9720941727337,154.01411388913468,17.745964751234467,0.034486265761866516,3.9835813636695967,0.8389535473011399,10,0.928416114745196,7273.580947576773,0.9193575911817642,13.76229682588163,20.621324348438247,0.3941147408795865,2,32.952596479193026,26.82437131716955,0.603763873655646,75,7,7,25,734.9067536329082,3,633.0901136536606,0
50,0.2765191906035741,48.36969585887477,0.10200775532620217,33,19.180029538612324,0.22742756180298937,0.2836249934359375,10.474702726429065,0.8022938404407306,2.0,191.96609446554115,260.8073430078074,26.946425419103996,54.653358599626436,0.3615299305004636,9.17129485956417,1.0040556321726157,0.3874353227240011,241.55147546615694,158.29684959601903,29.09952428029125,10.121712794871128,0.1,1.5159724314718401,0.7620785640029655,13,0.6896640280162931,350.0,0.5581539735809649,60.66074412546777,32.428301275903635,0.863906043714996,7,3.0,21.318404378883866,14.39249524627396,11,4,2,7,170.72283047810774,0,290.09113871866145,2
3,0.527782244022921,16.482804743307327,0.33157987023283786,101,39.99261191834917,0.7539555081570632,0.9093377101875256,0.8684612373244909,2.2860848726091936,33.55686961098924,13.955675332911762,11.519559194720486,18.092956691057168,350.29527223661347,0.250364050365208,46.4978233796696,0.06162350934148132,0.8035065945173588,4.277656145123457,26.259707352365524,10.859866008784213,0.3695123673240861,1.0038901139349459,0.21777860124591952,0.44669265857088636,151,0.2829409723411913,52.00628957476899,0.10820939573696893,123.27939104641597,182.81033606630925,1.796307467593308,10,5.796877605346332,1.391279591186775,7.5,0,0,0,0,21.880151313809886,0,55.03302110746117,4
205,0.15422308190224315,56.860898482112084,0.017242353130529617,7,1.7348047976435925,0.2923456905582439,0.16947422424868072,11.186875204961042,0.31179283547076864,0.9809109928644255,260.5018620737621,241.2931341200078,25.0,85.91407987224729,0.8407962779117417,1.9257173845465378,0.6178798055468648,0.29672987317747035,145.98939573333132,344.08334642071304,72.70907883244051,22.05387594737741,0.1824326445195356,3.398267049891265,0.7412746117161859,27,0.981773746353395,1096.6429474124263,0.5912629578565884,8.081166183188813,37.73879336255047,0.42459572306014903,4,42.377541583364014,36.68207738505883,5.267030267183148,43,7,5,31,355.7321748179727,1,233.29745620234763,1
188,0.23587721121763125,40.6299540179137,0.12045711000887492,27,13.84138444383333,0.25805451240997124,0.21122743072150285,8.609470466943135,0.7178544239636363,5.1463239427861,137.02139770599513,138.21793418578545,43.70256361512975,104.48910762645272,0.3883621063652727,12.404454217659836,0.748760294801476,0.4488726080452599,156.5999367713071,125.44330787406831,27.55212110245361,10.247408909491414,0.13420415819348802,1.5101562501847483,0.6996020774501884,32,0.7997909890159998,2536.675197215997,0.47565000693672094,60.04772603869431,80.86056798046525,0.7049539201881518,5,18.69575629774298,11.284011469344732,4.705774124972656,19,5,3,10,113.21681592859139,0,193.0951709146636,2
26,0.3686586120767501,26.041856638816924,0.13612129889906693,54,34.528240282920116,0.3473847936554477,0.3553773863907752,5.074608138168177,1.4974799947863144,8.589067606555567,36.6971435987543,177.81304871623144,22.87090328640001,244.43571641914468,0.20297783793241675,11.87452381343692,0.09236076986282732,0.66046981322605,70.8518506252953,33.4302554939997,25.45410930132349,5.094495755098304,0.2,1.865813315181247,0.6657383007884268,115,0.6123723827657004,627.0370646511465,0.449053084292038,49.82106642660278,101.56773820063589,1.0883791222631105,9,8.750147121483618,3.463264102739183,20.31791347603978,21,3,1,8,139.6967320524401,1,159.06450691910715,3
183,0.19064312029952463,48.93674163316102,0.14097667060748623,28,6.644785597399185,0.19701335089357655,0.22904787035948937,13.735706007026577,0.40322691296353275,7.618789934848158,218.88446775297143,99.00346532836542,49.19680892753295,82.62300890956897,0.47988181951303477,8.966387872850767,0.6512875076987277,0.46885269682574815,138.88678303854613,233.0921727288897,12.5,7.775531755225538,0.296481990720467,1.8338022862561518,0.7368715184373615,24,0.7024646339540604,1979.1215088633394,0.4307638419840492,56.264579974790166,83.0531820388906,0.3704429311408855,5,9.24859736352842,15.02656307020127,1.5,13,2,1,7,180.81229530274524,0,279.2723053439966,2
111,0.49936787005125216,37.67857001643116,0.21795250468270108,52,23.280208131763672,0.521841057217759,0.38099496089911933,6.4746896157309815,1.8624663235314953,21.359641766991867,47.66394252282909,129.650919837149,12.964521152356452,220.05377784926065,0.5787490926562243,20.001892725756658,0.2723504553924125,0.4986224962592436,40.33705121568847,69.59436323249061,11.921918737810866,4.852871678641024,0.5247159862191936,0.8039069962264938,0.33585889626893395,93,0.5165228538905206,653.1647562031313,0.4121149988478585,59.30266247985387,131.72430686172828,1.2995922220748322,15,5.333535771208867,11.514169042677029,4.0,6,2,1,7,126.63372105590638,1,118.18898152339086,3
239,0.18674781923568745,55.598714192572366,0.09464130049567124,34,4.48622702222969,0.2890384609401019,0.2864725954925006,8.391164578526112,1.140538606008386,9.493343777606622,140.64721073038876,151.6031406585407,81.52653034665451,123.59826855001437,0.4737149727667419,8.543582358786372,0.6729644807083943,0.443294121805498,195.96607337246252,159.6659085732947,53.56893414439444,18.672163522853193,0.5187702379727623,1.7901986963699692,0.6629765741166668,39,0.7841380279787598,2259.2315251469936,0.5755192238216689,16.646979111946166,130.344701040654,0.8454696990743182,14,3.0,13.475908409521193,5.27928018398982,7,7,1,3,223.13155587239282,0,295.0137902358225,2
18,0.34227943851840104,1.5,0.14995740869901752,109,15.0,0.5353985806322681,0.23332261375655822,2.7735023551005007,1.5338384201046436,34.8994772703807,2.5,18.421396702453286,4.607968444782019,140.13312487001824,0.07153043091057139,39.8869566355687,0.016971841290508445,0.587682126853031,27.576102817601228,25.101521609355608,12.737269452449429,0.8938476183473409,0.7774045147928436,0.2764428129314272,0.24953205899516312,114,0.510819275369891,8.866723752606305,0.23235148426272142,79.9167311726005,144.70135146441402,1.8090388959148938,15,1.9317350152699615,0.0,33.2261115882218,1,0,0,0,31.1012339881322,0,52.06743518086444,4
149,0.20893192654664572,53.0146897572368,0.07443571448498099,14,12.344706638530242,0.25269143750830175,0.21726173951160255,7.971535238566959,0.565713715072275,2.800012408744622,122.83211846054849,161.30640431023753,62.64674472135125,60.098231143156326,0.6249091768520458,5.607914621283033,1.0224601929299981,0.4435853443181303,40.0,120.31629063376772,33.7134601961527,4.669169725060694,0.5955000458611572,0.7636111831319015,0.7477762077642357,51,0.5816321191791722,2444.3358317422862,0.7276356021472056,36.7078596497392,73.06252778254894,0.4545032024137101,4,8.386164817413034,14.341312621818293,4.442430056670972,28,6,3,6,171.9590796476939,0,96.04481212841594,2
68,0.2682701297886617,38.89585908386892,0.16274469075088385,48,19.581321935530067,0.44001505347359454,0.3577388669469654,2.0995905957041767,1.0340181017107863,9.782762748763897,85.94872838871198,142.2250187997545,5.755295187004356,230.02799795745943,0.41907472312757865,22.524855990668097,0.09970728528254685,0.4109413293479712,26.17278038745221,57.27337304355706,18.576562154502376,4.618487874676017,0.49975400477836707,1.3903039327503788,0.5496013941417309,74,0.6424109355392107,333.56156184680566,0.2958083317038409,85.63546717212677,152.186308788041,1.0723954881008848,8,4.564247245140739,9.393845073245565,9.641803320618271,16,4,1,5,64.93356003979777,0,213.23623337101878,3
